gene_name	qvalues	thetas	var	brownSigmas
OG10	NFYA	0.000276272404635669	1.05844675522134	0.0169451898904863	0.551941604688034
OG100	IBTK	0.0289029572801743	1.09016664910842	0.0249997460357968	0.251196700613075
OG1000	IFI35	0.000239759327756087	0.773891672671776	0.101400626996791	2.93422443467299
OG10000	TAL1	0.0104444771059929	0.192570394658168	0.156704213320825	1.91926865055115
OG10003	ELAVL4	0.00254596258022416	1.80744762783632	0.0253818275509306	0.452228394463624
OG10005	ZYG11B	0.00231464385967311	1.53336018182723	0.0464394745243521	0.795581570238596
OG10006	SLC1A7	0.000629177615859568	-0.620180144641712	0.430890578507913	12.0213902798279
OG10008	ACOT11	0.564318589716733	1.17177223118708	0.636845117454831	2.81738750218216
OG10009	FAM151A	0.00118775493149116	-0.0450914892602635	0.264856938813365	6.1143688950244
OG1001	HEATR6	0.000292752524191256	0.980527609246736	0.0258311413522942	0.784381031778959
OG10010	PARS2	0.0003118086449551	0.736005460891575	0.0491493945979725	1.63395479124051
OG10011	C1orf177	0.061534171469227	-0.719644867953184	0.742950747808537	6.43220671716639
OG10012	BSND	7.2214200251854e-05	-1.45312265335601	0.460329443608066	18.8907700649155
OG10013	USP24	0.031549097425145	1.17183653312215	0.0178254541394261	0.162702516490352
OG10014	PPAP2B	0.00223229317756186	1.93205868598056	0.0460858490224834	0.82811227322036
OG10015	NOL9	0.000710826994122517	1.1323809221966	0.0271764825233863	0.658631325784662
OG10016	PRKAA2	0.0973945425952177	0.720482553366146	0.0688356201066671	0.468758062155356
OG10017	KLHL21	0.00176753084753577	1.09156989749622	0.0557947198699514	1.0281004438156
OG10020	SLC45A1	0.00105261010822177	1.5840967780416	0.0162546713501319	0.385480257662656
OG10022	AK4	0.00337895132996842	1.25218670635845	0.0560976039048956	1.03766028101705
OG10023	JAK1	0.0281672175751319	1.73743930048076	0.02805368436758	0.270903135886083
OG10024	RAVER2	0.0264258431385988	1.04723663389906	0.104595554101013	1.04215504790122
OG10025	CTRC	0.00703264678270735	-0.569298991709966	1.19917022977717	15.948683075516
OG10026	LZIC	0.00332441442773235	1.12714976565593	0.0404709981435288	0.767175533196929
OG10027	RBP7	0.0501320108766012	-0.536481817658031	0.862461107344546	7.63599431276097
OG10029	FBLIM1	0.00629996218130382	0.198727424435466	0.342242140457842	4.77516058817584
OG1003	PLEKHH3	0.0730288127935902	0.808749718331015	0.0525353807717093	0.401129241647105
OG10030	TMEM82	0.086752577308288	-0.544799906206244	0.619070903783704	4.0840667080133
OG10031	SLC25A34	0.00402725015735825	0.5236226352549	0.147338226283566	2.60793220913694
OG10033	PDPN	0.00586439165598174	0.859642633487464	0.100988614649305	1.31768956196627
OG10034	LRRC38	0.000246935664675633	0.322175158570313	0.0689533895085112	2.39324650768149
OG10035	DHRS3	0.00317813695926234	1.09176255788119	0.0807991062628835	1.36829761836662
OG10036	MATN1	0.000286276618872709	-0.201492264562846	0.141308669607517	4.26447799091017
OG10037	LAPTM5	1.09623947349357e-05	1.51531035308607	0.104318759829665	6.78241243129499
OG10038	SDC3	0.00155085185148779	2.07317249738202	0.0180297035139681	0.398583858224936
OG10039	PEF1	0.00196548616916919	1.83213832826617	0.00915300780385777	0.177186221080082
OG10040	SYNC	0.000184508721358914	0.777072515510615	0.139016991575236	4.84197659086032
OG10041	KIAA1522	0.00352087934916931	1.15711173037724	0.0665943719275166	1.15501495627216
OG10042	TSSK3	0.00147327463241413	-0.196684879676516	0.776259279252001	16.087173879662
OG10043	TMCO4	9.93403951672546e-05	0.414564774122428	0.0275887355066615	1.06776218958325
OG10046	ALPL	5.1872553644694e-06	1.09085301584024	0.0386809639540438	3.03362134015813
OG10047	WNT4	0.01193267600241	0.714093897146396	0.197912638965253	2.16858463012775
OG10048	TTLL10	0.00424231470833526	-0.733113869861515	0.499897387868811	8.90067124951913
OG10050	MXRA8	0.00483279757183657	1.06109715035212	0.0378185748863433	0.668348411185188
OG10051	MEGF6	0.00248485390675209	0.360563469727127	0.170763561538961	2.6807283600904
OG10052	CCDC27	7.98743881173073e-05	-0.94114529006694	0.191126230029096	9.63209762889765
OG10053	IL23R	4.61409964888506e-05	-1.02476689171724	0.482346997233943	22.1922670413285
OG10055	C1orf87	0.503547364779667	-0.380963236311912	0.808201901017841	3.58898481023644
OG10056	NFIA	0.0483303565308567	1.29386530055274	0.0508363613516403	0.415050685119038
OG10057	OMA1	0.000248456328830527	0.506436931572877	0.0470560039109818	1.22070591738028
OG10059	TM2D1	0.0039341901055556	1.54853315012181	0.0716627270869152	1.17976649811849
OG1006	TFE3	0.00233654998238344	1.53610758001672	0.053966255341524	0.936879152057108
OG10060	USP1	0.0157553402074523	1.14681033351849	0.0483901044451792	0.542660089038611
OG10061	FUBP1	0.00151138696953653	1.62792107338858	0.0179412390122082	0.389892277591279
OG10062	NEXN	0.000567314310829018	0.612301922735576	0.0632613959227072	1.46432180490652
OG10063	DNAJB4	0.0316476759751224	1.57349546887485	0.0838742863956635	0.770453210738664
OG10066	LRRC53	0.0411398194495869	-0.946663741086287	0.198393654327296	2.56069063710496
OG10067	TYW3	0.14430069267266	0.80544948519267	0.0467415073683794	0.297817496928191
OG10068	LHX8	0.27027428757084	-0.99422165251603	0.781645269979284	4.18112387039223
OG1007	TBC1D25	0.402428729915428	1.21004741992966	0.017898437341094	0.0795914497427352
OG10071	NTNG1	0.125014869245798	1.18581576346439	0.0495848226295615	0.320434168763669
OG10076	WDR63	0.000253511378756257	-0.182203196467328	0.37747151186335	10.9396722337507
OG10079	ZNF326	0.0264534770097355	1.55848957703335	0.0538931494968567	0.513196192490345
OG1008	ACSL4	0.00319605956140497	1.5789081609069	0.0500694035077248	0.773474126812426
OG10081	BRINP3	0.0281485270351914	1.26205229763445	0.020798885679582	0.191228109458022
OG10082	GFI1	1.75597976280227e-05	-1.25588142585609	0.150426040149958	8.68334215372091
OG10083	KCNT2	0.00491410303552837	0.823878357871659	0.0473327218576034	0.63479692272845
OG10086	EXTL2	0.0167129399194868	1.58730054715716	0.0510863590093553	0.521094884855476
OG10087	SLC30A7	1.40941515050894e-05	0.493129645719584	0.0587708555347891	3.5745074583236
OG10088	ZNF281	0.0781768140909667	1.15964094833251	0.0418443305640665	0.303523852227811
OG1009	INPP5A	0.517308941731091	1.40687867126564	0.0846803078750404	0.357248267032988
OG10090	CADM3	0.00038592442068419	2.48188390237934	0.0054278543246905	0.15038478089841
