gene_name	qvalues	thetas	var	brownSigmas
OG10	NFYA	0.000656332809987018	0.9936802948723	0.0291980541047346	0.694121179240712
OG100	IBTK	0.000642468278561047	1.02631388607397	0.0251546038826004	0.567586786739845
OG1000	IFI35	0.0010948844953915	1.24055197213054	0.062636640237311	1.11964949174241
OG10000	TAL1	0.000471125806043694	0.0842090164294471	0.0801926707747728	2.02652381701958
OG10003	ELAVL4	0.00646841082407278	-1.30870621013728	0.305329589145957	5.28245530567406
OG10005	ZYG11B	0.00665881134915825	0.953509400862145	0.0976936861322448	1.26431404183172
OG10006	SLC1A7	0.000597700614708248	-0.332523733041488	1.11890434880405	24.9689015052441
OG10008	ACOT11	0.152348367337802	1.00862481959728	0.570376049896853	3.7090904527113
OG10009	FAM151A	8.70391152935365e-05	2.1154859359726	0.210558910341756	7.06133221149067
OG1001	HEATR6	0.000295782327731077	0.869181308589252	0.0217026163026703	0.562810993652006
OG10010	PARS2	0.000185284720092085	0.716224712352684	0.0493630665003217	1.8967082789211
OG10011	C1orf177	0.139961028025412	-0.776403426713181	0.741803949462798	4.80333352397081
OG10012	BSND	0.0147947494699559	1.29255472456339	0.122024630174101	1.34561236349467
OG10013	USP24	0.439671046729687	1.32245313773822	0.0697578691451353	0.323560421314537
OG10014	PPAP2B	0.167016809376529	1.92062807229118	0.0473043023993842	0.281342122665795
OG10015	NOL9	0.000929729237408053	0.903131904069794	0.0475057079585423	0.922075476714254
OG10016	PRKAA2	0.155579876356296	1.05635063606541	0.210628169958104	1.18064272033297
OG10017	KLHL21	0.000492532195947746	0.979288929019094	0.120882353827933	2.86802907046047
OG10020	SLC45A1	0.19080362881648	-0.335333265173333	0.629337686354781	3.40728287493946
OG10022	AK4	0.00574596176730049	1.91950308900473	0.119899148707249	1.97899372367111
OG10023	JAK1	0.00766821061026601	1.67501849329378	0.0292163736289749	0.349733922577563
OG10024	RAVER2	0.643570818836747	0.630683214558299	0.371367422361631	1.61761248321437
OG10025	CTRC	8.95431395739672e-05	-0.760803323649948	1.12766128511601	40.4589612480338
OG10026	LZIC	0.0757857644976085	1.12083918423083	0.0392940315065607	0.303969775317029
OG10027	RBP7	0.214429580318338	0.105383308113109	0.740767170695631	4.38262295305349
OG10029	FBLIM1	0.00734880309229613	0.840306793238701	0.271951859348011	3.4742699372508
OG1003	PLEKHH3	3.75099462305904e-06	1.05350268623217	0.0226452420181463	1.58722261788074
OG10030	TMEM82	0.00282536618754538	1.20201672187221	0.144612735136708	2.25329038451854
OG10031	SLC25A34	0.199281966819	0.69841263361632	1.0217446509937	5.89884985993031
OG10033	PDPN	1.57346663986282e-06	0.673608965606699	0.101023596595848	9.00564407171119
